Date,Temperature,Humidity,Rainfall,Month
2010-08-29,8.549999999999999,71.0,0.0,August
2010-08-30,8.85,67.5,0.0,August
2010-08-31,8.549999999999999,75.0,0.0,August
2010-09-01,11.1,78.5,0.0,September
2010-09-02,13.4,80.0,0.8,September
2010-09-03,12.350000000000001,60.0,0.0,September
2010-09-04,13.899999999999999,91.5,21.8,September
2010-09-05,12.0,74.0,20.8,September
2010-09-06,9.8,76.5,2.4,September
2010-09-07,8.7,66.0,1.2,September
2010-09-08,8.8,62.5,0.0,September
2010-09-09,10.95,83.0,0.0,September
2010-09-10,11.05,88.5,24.8,September
2010-09-11,9.25,71.0,3.2,September
2010-09-12,10.4,67.5,0.0,September
2010-09-13,12.35,67.5,0.4,September
2010-09-14,12.4,63.0,0.0,September
2010-09-15,9.55,63.0,0.0,September
2010-09-16,10.45,56.5,0.0,September
2010-09-17,9.3,65.0,0.2,September
2010-09-18,8.6,63.5,0.0,September
2010-09-19,9.399999999999999,72.5,0.0,September
2010-09-20,10.75,66.5,0.0,September
2010-09-21,12.3,72.5,0.0,September
2010-09-22,14.350000000000001,59.0,0.0,September
2010-09-23,12.799999999999999,64.0,0.0,September
2010-09-24,11.4,78.5,0.0,September
2010-09-25,12.649999999999999,68.0,0.0,September
2010-09-26,13.0,59.0,0.0,September
2010-09-27,13.25,66.5,0.0,September
2010-09-28,10.0,57.0,0.0,September
2010-09-29,9.0,54.5,0.0,September
2010-09-30,7.25,52.0,0.0,September
2010-10-01,10.75,56.5,0.0,October
2010-10-02,12.950000000000001,54.0,0.0,October
2010-10-03,15.2,58.5,0.0,October
2010-10-04,15.7,68.5,0.0,October
2010-10-05,18.0,65.0,0.0,October
2010-10-06,18.0,66.0,0.0,October
2010-10-07,11.6,53.0,10.0,October
2010-10-08,11.6,54.0,0.0,October
2010-10-09,13.100000000000001,66.0,0.0,October
2010-10-10,15.7,56.5,0.0,October
2010-10-11,15.649999999999999,52.5,0.0,October
2010-10-12,17.2,78.5,0.8,October
2010-10-13,16.35,93.0,11.4,October
2010-10-14,15.9,80.5,19.0,October
2010-10-15,16.200000000000003,91.5,22.2,October
2010-10-16,8.8,66.5,32.8,October
2010-10-17,10.85,66.5,0.0,October
2010-10-18,13.299999999999999,62.0,0.0,October
2010-10-19,11.9,63.5,0.0,October
2010-10-20,13.75,65.5,0.0,October
2010-10-21,15.65,61.0,0.0,October
2010-10-22,17.65,63.0,0.0,October
2010-10-23,16.9,79.0,0.4,October
2010-10-24,15.2,58.0,2.4,October
2010-10-25,16.55,62.0,0.0,October
2010-10-26,16.15,57.5,0.0,October
2010-10-27,16.25,63.5,1.6,October
2010-10-28,16.200000000000003,60.5,0.0,October
2010-10-29,17.950000000000003,57.0,0.0,October
2010-10-30,17.75,95.5,3.4,October
2010-10-31,16.25,72.5,50.8,October
2010-11-01,14.549999999999999,65.5,1.2,November
2010-11-02,13.7,62.0,0.0,November
2010-11-03,14.35,56.0,0.0,November
2010-11-04,14.45,54.5,0.0,November
2010-11-05,16.05,45.0,0.0,November
2010-11-06,15.2,50.5,0.0,November
2010-11-07,16.9,59.5,0.0,November
2010-11-08,19.7,67.5,2.2,November
2010-11-09,19.65,58.0,0.0,November
2010-11-10,22.25,60.5,0.0,November
2010-11-11,22.85,60.0,0.6,November
2010-11-12,24.4,50.5,0.0,November
2010-11-13,24.0,70.5,0.0,November
2010-11-14,20.9,83.0,52.6,November
2010-11-15,19.5,58.0,2.4,November
2010-11-16,16.1,49.0,0.0,November
2010-11-17,16.05,49.5,0.0,November
2010-11-18,16.95,52.0,0.0,November
2010-11-19,18.8,47.5,0.0,November
2010-11-20,19.65,51.0,0.0,November
2010-11-21,21.2,49.5,0.0,November
2010-11-22,22.299999999999997,47.5,0.0,November
2010-11-23,22.1,41.5,0.0,November
2010-11-24,24.1,38.5,0.0,November
2010-11-25,23.25,52.0,0.0,November
2010-11-26,21.049999999999997,80.0,4.0,November
2010-11-27,21.200000000000003,71.5,19.2,November
2010-11-28,19.6,87.5,18.8,November
2010-11-29,18.1,60.0,14.8,November
2010-11-30,18.85,75.0,1.6,November
2010-12-01,20.299999999999997,72.5,12.0,December
2010-12-02,21.35,80.0,0.6,December
2010-12-03,21.5,73.0,18.4,December
2010-12-04,23.6,56.5,1.2,December
2010-12-05,24.1,47.0,0.0,December
2010-12-06,24.65,50.5,0.0,December
2010-12-07,25.55,47.0,0.0,December
2010-12-08,25.0,68.5,3.2,December
2010-12-09,22.35,67.5,25.6,December
2010-12-10,19.6,48.5,0.0,December
2010-12-11,17.75,47.0,0.0,December
2010-12-12,18.6,43.5,0.0,December
2010-12-13,18.35,48.5,0.0,December
2010-12-14,21.25,51.5,0.0,December
2010-12-15,23.6,42.5,0.0,December
2010-12-16,20.35,46.5,0.4,December
2010-12-17,18.1,46.5,0.0,December
2010-12-18,17.4,58.0,1.0,December
2010-12-19,14.2,63.0,3.0,December
2010-12-20,14.55,64.5,6.2,December
2010-12-21,15.55,58.0,1.6,December
2010-12-22,17.65,54.0,0.0,December
2010-12-23,20.75,43.0,0.0,December
2010-12-24,22.35,40.0,0.0,December
2010-12-25,24.200000000000003,66.0,0.0,December
2010-12-26,23.75,55.0,1.0,December
2010-12-27,16.75,47.5,0.0,December
2010-12-28,17.9,42.0,0.0,December
2010-12-29,22.25,42.5,0.0,December
2010-12-30,24.4,40.0,0.0,December
2010-12-31,26.9,38.5,0.0,December
2011-01-01,29.5,37.5,0.0,January
2011-01-02,25.6,36.0,0.6,January
2011-01-03,21.5,42.0,0.0,January
2011-01-04,21.55,45.5,0.0,January
2011-01-05,22.45,44.0,0.0,January
2011-01-06,24.05,41.0,0.0,January
2011-01-07,23.4,46.5,0.0,January
2011-01-08,24.9,53.0,0.0,January
2011-01-09,26.55,48.0,0.0,January
2011-01-10,26.05,54.0,35.0,January
2011-01-11,24.0,84.0,1.4,January
2011-01-12,25.2,75.0,5.0,January
2011-01-13,26.35,72.5,14.2,January
2011-01-14,24.75,75.5,2.4,January
2011-01-15,25.65,58.5,13.8,January
2011-01-16,26.1,58.5,0.0,January
2011-01-17,23.35,53.0,0.0,January
2011-01-18,20.05,53.5,0.0,January
2011-01-19,21.1,53.0,0.0,January
2011-01-20,24.0,50.5,0.0,January
2011-01-21,25.15,50.0,0.0,January
2011-01-22,27.200000000000003,48.5,0.0,January
2011-01-23,26.049999999999997,47.0,0.0,January
2011-01-24,25.200000000000003,48.5,0.0,January
2011-01-25,23.45,45.0,0.0,January
2011-01-26,27.75,51.5,0.0,January
2011-01-27,22.950000000000003,45.0,0.0,January
2011-01-28,22.45,38.0,0.0,January
2011-01-29,23.25,45.5,0.0,January
2011-01-30,26.049999999999997,49.5,0.0,January
2011-01-31,29.05,40.5,0.0,January
2011-02-01,30.15,36.5,0.0,February
2011-02-02,27.8,63.0,0.0,February
2011-02-03,28.95,62.0,3.4,February
2011-02-04,25.35,89.5,2.6,February
2011-02-05,21.7,96.0,99.2,February
2011-02-06,18.1,63.0,51.0,February
2011-02-07,18.15,49.0,0.0,February
2011-02-08,20.35,58.0,0.0,February
2011-02-09,22.2,54.5,0.0,February
2011-02-10,23.35,67.0,0.0,February
2011-02-11,22.3,96.0,39.8,February
2011-02-12,23.6,72.5,28.2,February
2011-02-13,21.85,61.5,0.0,February
2011-02-14,21.85,51.0,0.0,February
2011-02-15,22.2,54.5,0.0,February
2011-02-16,20.45,82.5,0.2,February
2011-02-17,24.049999999999997,72.5,5.8,February
2011-02-18,25.0,59.5,0.0,February
2011-02-19,25.35,79.0,12.2,February
2011-02-20,21.2,65.0,12.8,February
2011-02-21,16.3,51.0,0.0,February
2011-02-22,18.75,48.0,0.0,February
2011-02-23,20.3,54.5,0.2,February
2011-02-24,21.55,59.5,0.0,February
2011-02-25,23.15,55.5,0.0,February
2011-02-26,23.25,53.0,0.0,February
2011-02-27,22.200000000000003,87.0,0.2,February
2011-02-28,23.95,70.0,11.8,February
2011-03-01,19.4,61.0,0.0,March
2011-03-02,16.1,54.0,0.0,March
2011-03-03,15.350000000000001,61.0,0.0,March
2011-03-04,15.350000000000001,60.5,0.0,March
2011-03-05,18.25,44.0,0.0,March
2011-03-06,17.45,53.0,0.0,March
2011-03-07,18.6,57.5,0.0,March
2011-03-08,20.05,52.5,0.0,March
2011-03-09,21.9,59.0,0.0,March
2011-03-10,19.75,93.5,13.4,March
2011-03-11,21.9,72.0,10.2,March
2011-03-12,22.7,72.0,0.6,March
2011-03-13,24.450000000000003,74.0,0.6,March
2011-03-14,22.549999999999997,78.5,19.8,March
2011-03-15,22.35,68.5,0.2,March
2011-03-16,22.65,62.0,0.4,March
2011-03-17,19.0,67.5,0.2,March
2011-03-18,19.55,62.0,0.0,March
2011-03-19,20.35,58.5,0.0,March
2011-03-20,21.0,58.5,0.0,March
2011-03-21,22.049999999999997,67.0,0.0,March
2011-03-22,22.700000000000003,70.0,0.0,March
2011-03-23,18.200000000000003,69.5,0.0,March
2011-03-24,17.95,77.0,8.0,March
2011-03-25,17.700000000000003,63.0,0.0,March
2011-03-26,16.9,55.0,0.0,March
2011-03-27,16.4,58.0,0.0,March
2011-03-28,17.45,63.0,0.0,March
2011-03-29,18.6,69.0,0.0,March
2011-03-30,19.05,71.0,0.0,March
2011-03-31,14.65,65.0,0.2,March
2011-05-01,14.549999999999999,73.5,0.0,May
2011-05-02,17.3,73.5,0.0,May
2011-05-03,15.45,60.0,0.0,May
2011-05-04,12.85,66.0,0.6,May
2011-05-05,11.25,56.0,0.2,May
2011-05-06,9.8,64.5,0.0,May
2011-05-07,9.65,76.5,0.0,May
2011-05-08,9.450000000000001,66.5,0.0,May
2011-05-09,9.950000000000001,51.5,0.0,May
2011-05-10,8.15,56.0,0.0,May
2011-05-11,7.0,69.0,3.6,May
2011-05-12,5.1499999999999995,91.5,0.4,May
2011-05-13,8.95,86.0,5.0,May
2011-05-14,9.05,64.0,1.8,May
2011-05-15,6.5,76.0,0.0,May
2011-05-16,6.0,86.5,0.0,May
2011-05-17,8.15,69.5,0.0,May
2011-05-18,10.1,73.5,0.0,May
2011-05-19,9.35,73.0,0.0,May
2011-05-20,11.55,70.5,0.0,May
2011-05-21,11.9,67.5,0.0,May
2011-05-22,13.9,73.5,0.0,May
2011-05-23,12.6,86.5,17.4,May
2011-05-24,12.25,75.0,3.6,May
2011-05-25,8.9,60.5,0.0,May
2011-05-26,8.1,63.5,0.0,May
2011-05-27,7.8500000000000005,82.0,0.0,May
2011-05-28,8.25,85.5,0.0,May
2011-05-29,8.65,81.0,0.0,May
2011-05-30,9.75,63.5,0.0,May
2011-05-31,11.1,60.5,0.0,May
2011-06-01,11.450000000000001,69.5,0.0,June
2011-06-02,10.25,78.5,0.0,June
2011-06-03,11.3,77.0,0.0,June
2011-06-04,11.65,83.5,8.8,June
2011-06-05,7.1,86.5,0.0,June
2011-06-06,8.850000000000001,63.5,2.0,June
2011-06-07,4.65,88.0,0.0,June
2011-06-08,5.85,76.0,2.6,June
2011-06-09,8.75,70.0,0.0,June
2011-06-10,6.45,65.5,0.0,June
2011-06-11,6.25,66.0,0.0,June
2011-06-12,8.55,62.5,0.2,June
2011-06-13,7.8,66.0,0.0,June
2011-06-14,9.2,61.5,0.0,June
2011-06-15,8.7,65.0,0.0,June
2011-06-16,8.55,70.5,0.0,June
2011-06-17,7.8,80.0,1.0,June
2011-06-18,9.1,88.0,0.2,June
2011-06-19,7.550000000000001,95.5,0.0,June
2011-06-20,11.1,76.5,3.6,June
2011-06-21,9.1,75.5,10.6,June
2011-06-22,8.5,81.0,0.6,June
2011-06-23,10.2,77.5,3.4,June
2011-06-24,8.0,93.0,0.0,June
2011-06-25,10.5,82.0,0.4,June
2011-06-26,9.45,77.0,0.0,June
2011-06-27,8.649999999999999,73.0,0.0,June
2011-06-28,7.5,75.0,0.0,June
2011-06-29,8.75,65.5,0.0,June
2011-06-30,7.75,72.5,0.0,June
2011-07-01,7.2,79.0,0.0,July
2011-07-02,7.699999999999999,81.0,0.0,July
2011-07-03,8.85,89.0,0.0,July
2011-07-04,10.55,69.5,15.4,July
2011-07-05,9.05,78.5,3.8,July
2011-07-06,8.9,90.5,1.2,July
2011-07-07,9.0,69.5,4.4,July
2011-07-08,3.9000000000000004,78.5,0.0,July
2011-07-09,6.75,90.5,4.2,July
2011-07-10,8.7,73.0,0.0,July
2011-07-11,8.25,74.5,6.6,July
2011-07-12,8.1,73.5,0.0,July
2011-07-13,8.45,89.5,0.0,July
2011-07-14,6.1499999999999995,82.0,4.0,July
2011-07-15,5.25,70.5,0.0,July
2011-07-16,7.1499999999999995,67.0,0.0,July
2011-07-17,8.2,90.5,0.0,July
2011-07-18,9.7,88.5,8.8,July
2011-07-19,7.45,82.5,1.8,July
2011-07-20,8.5,76.5,0.2,July
2011-07-21,10.35,60.5,0.0,July
2011-07-22,11.25,50.5,0.0,July
2011-07-23,7.35,58.5,0.0,July
2011-07-24,5.45,87.0,0.2,July
2011-07-25,9.35,89.5,16.2,July
2011-07-26,9.1,81.0,2.2,July
2011-07-27,7.5,74.0,0.0,July
2011-07-28,6.6499999999999995,79.0,0.0,July
2011-07-29,6.6499999999999995,72.0,0.0,July
2011-07-30,8.350000000000001,71.5,0.2,July
2011-07-31,9.8,86.0,1.0,July
2011-08-01,11.2,73.5,0.0,August
2011-08-02,13.55,67.0,0.0,August
2011-08-03,12.7,67.5,0.2,August
2011-08-04,15.0,50.5,0.0,August
2011-08-05,13.149999999999999,53.5,0.0,August
2011-08-06,11.4,95.5,14.6,August
2011-08-07,8.2,90.0,4.2,August
2011-08-08,9.7,85.5,8.2,August
2011-08-09,6.6,82.5,1.2,August
2011-08-10,8.6,86.0,3.6,August
2011-08-11,10.1,67.0,2.8,August
2011-08-12,8.950000000000001,58.5,0.0,August
2011-08-13,7.05,78.0,0.0,August
2011-08-14,10.8,69.0,0.0,August
2011-08-15,8.85,79.5,1.2,August
2011-08-16,14.2,62.5,0.2,August
2011-08-17,9.85,93.0,5.6,August
2011-08-18,9.100000000000001,90.5,30.8,August
2011-08-19,13.100000000000001,68.5,0.8,August
2011-08-20,10.25,47.0,0.0,August
2011-08-21,10.05,62.5,0.0,August
2011-08-22,9.75,63.0,0.0,August
2011-08-23,9.7,77.5,0.0,August
2011-08-24,9.95,77.5,0.0,August
2011-08-25,11.6,73.5,0.0,August
2011-08-26,9.25,67.5,0.0,August
2011-08-27,8.8,56.5,0.0,August
2011-08-28,8.299999999999999,58.0,0.0,August
2011-08-29,8.65,69.5,0.0,August
2011-08-30,8.15,73.0,0.0,August
2011-08-31,8.1,71.5,0.0,August
2011-09-01,10.450000000000001,62.0,0.0,September
2011-09-02,11.6,48.0,0.0,September
2011-09-03,11.100000000000001,57.5,0.0,September
2011-09-04,11.65,66.5,0.0,September
2011-09-05,13.1,69.0,3.2,September
2011-09-06,14.8,63.0,5.0,September
2011-09-07,7.15,61.0,1.0,September
2011-09-08,8.15,56.0,0.0,September
2011-09-09,8.35,58.5,0.0,September
2011-09-10,16.088910956636873,63.0,0.2,September
2011-09-11,16.088910956636873,60.95208195637806,1.9141149119893721,September
2011-09-12,16.088910956636873,60.95208195637806,1.9141149119893721,September
2011-09-13,16.088910956636873,60.95208195637806,1.9141149119893721,September
2011-09-14,10.85,62.5,1.9141149119893721,September
2011-09-15,9.45,52.5,0.0,September
2011-09-16,12.600000000000001,64.0,0.0,September
2011-09-17,12.7,65.0,0.0,September
2011-09-18,14.7,44.0,0.0,September
2011-09-19,16.0,53.0,0.0,September
2011-09-20,11.85,71.5,1.0,September
2011-09-21,9.95,76.0,3.6,September
2011-09-22,13.25,58.5,0.0,September
2011-09-23,14.2,52.0,0.0,September
2011-09-24,10.1,54.0,0.0,September
2011-09-25,14.2,44.5,1.0,September
2011-09-26,11.350000000000001,51.0,0.0,September
2011-09-27,14.15,58.0,0.0,September
2011-09-28,15.35,81.0,0.6,September
2011-09-29,11.5,86.5,28.4,September
2011-09-30,11.5,71.5,8.2,September
2011-10-01,10.85,82.5,3.8,October
2011-10-02,10.9,58.0,5.8,October
2011-10-03,10.6,53.5,0.8,October
2011-10-04,11.7,60.5,0.0,October
2011-10-05,11.7,74.0,0.0,October
2011-10-06,13.1,83.5,0.0,October
2011-10-07,16.25,70.5,4.2,October
2011-10-08,15.25,64.5,0.0,October
2011-10-09,14.65,73.0,0.0,October
2011-10-10,8.8,56.0,2.0,October
2011-10-11,11.3,65.0,1.9141149119893721,October
2011-10-12,11.450000000000001,56.0,0.0,October
2011-10-13,14.25,60.0,0.0,October
2011-10-14,17.15,64.0,0.0,October
2011-10-15,17.9,65.0,0.0,October
2011-10-16,13.899999999999999,46.0,0.0,October
2011-10-17,12.3,46.5,0.0,October
2011-10-18,14.45,52.0,0.0,October
2011-10-19,15.7,52.5,0.0,October
2011-10-20,18.15,51.0,0.0,October
2011-10-21,18.0,62.0,0.0,October
2011-10-22,19.6,66.5,0.0,October
2011-10-23,21.299999999999997,46.5,0.0,October
2011-10-24,23.2,47.5,0.0,October
2011-10-25,16.25,72.5,12.2,October
2011-10-26,17.5,51.5,0.0,October
2011-10-27,16.3,53.0,0.0,October
2011-10-28,19.15,68.0,0.0,October
2011-10-29,20.85,77.0,1.2,October
2011-10-30,15.0,64.0,0.0,October
2011-10-31,14.75,50.5,0.0,October
2011-11-01,17.05,50.5,0.0,November
2011-11-02,16.8,57.5,0.0,November
2011-11-03,15.8,45.0,0.0,November
2011-11-04,17.35,46.5,0.0,November
2011-11-05,19.700000000000003,54.0,0.0,November
2011-11-06,23.35,53.5,0.0,November
2011-11-07,22.15,65.0,5.4,November
2011-11-08,23.4,57.5,0.0,November
2011-11-09,23.45,68.0,0.0,November
2011-11-10,18.35,62.5,34.8,November
2011-11-11,17.45,51.0,0.0,November
2011-11-12,19.75,48.5,0.0,November
2011-11-13,20.65,49.0,0.0,November
2011-11-14,22.200000000000003,40.0,0.0,November
2011-11-15,20.6,47.0,0.0,November
2011-11-16,19.0,70.0,0.0,November
2011-11-17,20.15,70.5,0.2,November
2011-11-18,23.5,51.0,0.0,November
2011-11-19,24.75,67.0,0.0,November
2011-11-20,20.1,68.0,0.0,November
2011-11-21,15.8,45.0,0.0,November
2011-11-22,17.3,57.5,2.6,November
2011-11-23,17.2,41.5,0.0,November
2011-11-24,18.4,60.95208195637806,0.0,November
2011-11-25,17.5,60.95208195637806,11.0,November
2011-11-26,20.0,60.95208195637806,44.0,November
2011-11-27,21.0,60.95208195637806,14.0,November
2011-11-28,21.75,50.5,0.0,November
2011-11-29,27.15,45.0,0.0,November
2011-11-30,20.4,76.5,16.6,November
2011-12-01,15.049999999999999,43.5,2.8,December
2011-12-02,17.1,43.5,0.0,December
2011-12-03,18.65,43.5,0.0,December
2011-12-04,16.299999999999997,42.5,0.0,December
2011-12-05,16.05,40.5,0.0,December
2011-12-06,16.75,45.0,0.0,December
2011-12-07,19.6,43.5,0.0,December
2011-12-08,22.0,49.5,0.0,December
2011-12-09,21.35,47.0,0.0,December
2011-12-10,21.450000000000003,65.0,0.0,December
2011-12-11,22.05,74.5,12.2,December
2011-12-12,18.8,53.0,0.0,December
2011-12-13,18.6,42.5,0.0,December
2011-12-14,18.0,43.5,0.0,December
2011-12-15,19.7,44.5,0.0,December
2011-12-16,21.549999999999997,55.0,0.0,December
2011-12-17,22.35,51.0,0.0,December
2011-12-18,22.450000000000003,46.5,0.0,December
2011-12-19,23.25,65.5,3.6,December
2011-12-20,21.65,48.5,0.0,December
2011-12-21,23.55,51.5,0.0,December
2011-12-22,23.0,52.5,0.6,December
2011-12-23,23.25,52.5,0.0,December
2011-12-24,24.55,46.0,0.0,December
2011-12-25,22.0,80.5,5.2,December
2011-12-26,23.2,64.5,9.0,December
2011-12-27,22.0,57.0,0.0,December
2011-12-28,22.299999999999997,45.0,0.0,December
2011-12-29,21.75,38.5,0.0,December
2011-12-30,22.7,41.5,0.0,December
2011-12-31,23.8,45.0,0.0,December
2012-01-01,25.299999999999997,44.0,0.0,January
2012-01-02,26.9,43.5,0.0,January
2012-01-03,29.299999999999997,38.0,0.0,January
2012-01-04,26.5,50.5,0.0,January
2012-01-05,21.950000000000003,41.0,0.4,January
2012-01-06,20.9,32.0,0.0,January
2012-01-07,22.549999999999997,33.0,0.0,January
2012-01-08,22.6,88.0,5.6,January
2012-01-09,18.65,44.5,3.8,January
2012-01-10,17.8,43.5,0.0,January
2012-01-11,15.75,59.5,0.4,January
2012-01-12,15.6,43.0,1.2,January
2012-01-13,19.1,46.5,0.0,January
2012-01-14,21.35,37.5,0.0,January
2012-01-15,23.05,44.5,0.0,January
2012-01-16,24.05,39.0,0.0,January
2012-01-17,26.15,35.5,0.0,January
2012-01-18,23.4,59.5,0.0,January
2012-01-19,26.950000000000003,42.5,0.4,January
2012-01-20,28.150000000000002,40.5,0.0,January
2012-01-21,26.9,42.0,0.0,January
2012-01-22,26.95,39.0,0.0,January
2012-01-23,23.05,33.5,0.0,January
2012-01-24,24.549999999999997,42.5,0.0,January
2012-01-25,26.65,35.0,0.0,January
2012-01-26,26.95,31.0,0.0,January
2012-01-27,27.65,39.5,0.0,January
2012-01-28,27.2,42.5,0.0,January
2012-01-29,28.0,38.5,0.0,January
2012-01-30,24.950000000000003,80.5,26.8,January
2012-01-31,21.5,47.0,9.0,January
2012-02-01,21.7,45.0,0.0,February
2012-02-02,22.299999999999997,43.5,0.0,February
2012-02-03,23.4,54.0,0.0,February
2012-02-04,24.0,47.5,0.0,February
2012-02-05,24.75,45.0,0.0,February
2012-02-06,18.35,43.5,1.4,February
2012-02-07,19.5,46.0,0.0,February
2012-02-08,20.45,43.0,0.0,February
2012-02-09,19.700000000000003,59.0,0.0,February
2012-02-10,20.6,60.5,3.6,February
2012-02-11,19.65,55.5,0.0,February
2012-02-12,20.7,52.0,3.2,February
2012-02-13,21.6,45.5,0.0,February
2012-02-14,23.049999999999997,47.0,0.0,February
2012-02-15,23.45,48.0,0.0,February
2012-02-16,22.6,73.0,0.4,February
2012-02-17,24.450000000000003,62.0,0.0,February
2012-02-18,23.55,54.0,0.0,February
2012-02-19,23.8,58.0,0.0,February
2012-02-20,18.75,84.0,0.0,February
2012-02-21,21.2,54.0,1.4,February
2012-02-22,22.5,51.0,0.0,February
2012-02-23,23.049999999999997,51.0,0.0,February
2012-02-24,24.35,46.0,0.0,February
2012-02-25,25.65,40.0,0.0,February
2012-02-26,21.55,95.5,1.4,February
2012-02-27,23.25,77.5,10.6,February
2012-02-28,22.700000000000003,82.0,38.4,February
2012-02-29,22.15,71.5,0.6,February
2012-03-01,19.0,92.5,104.2,March
2012-03-02,21.4,53.0,36.6,March
2012-03-03,19.200000000000003,77.0,0.0,March
2012-03-04,20.75,82.5,66.0,March
2012-03-05,18.450000000000003,64.5,0.0,March
2012-03-06,19.3,64.5,0.0,March
2012-03-07,19.5,45.5,0.0,March
2012-03-08,19.6,46.0,0.0,March
2012-03-09,19.6,61.0,0.4,March
2012-03-10,18.35,58.0,0.0,March
2012-03-11,17.9,64.0,0.0,March
2012-03-12,20.45,64.0,0.0,March
2012-03-13,21.799999999999997,61.0,0.0,March
2012-03-14,22.4,69.0,0.0,March
2012-03-15,23.6,61.5,9.6,March
2012-03-16,19.799999999999997,93.0,19.2,March
2012-03-17,18.5,74.0,17.4,March
2012-03-18,17.95,57.0,0.0,March
2012-03-19,18.95,59.5,0.0,March
2012-03-20,20.4,60.5,0.0,March
2012-03-21,22.1,63.5,0.0,March
2012-03-22,15.15,59.0,0.0,March
2012-03-23,14.65,65.0,0.0,March
2012-03-24,14.3,66.5,0.4,March
2012-03-25,13.6,65.5,0.0,March
2012-03-26,15.35,67.5,0.0,March
2012-03-27,16.3,71.5,0.0,March
2012-03-28,18.45,80.5,0.0,March
2012-03-29,17.4,65.0,1.4,March
2012-03-30,18.75,62.5,0.0,March
2012-03-31,18.9,61.0,0.0,March
2012-04-01,19.45,60.5,0.0,April
2012-04-02,18.5,60.0,0.0,April
2012-04-03,21.4,58.0,0.0,April
2012-04-04,20.6,65.0,0.0,April
2012-04-05,20.6,64.5,0.0,April
2012-04-06,21.55,66.0,0.0,April
2012-04-07,15.25,50.0,0.0,April
2012-04-08,12.25,64.0,0.0,April
2012-04-09,11.8,69.5,0.0,April
2012-04-10,9.25,52.5,0.0,April
2012-04-11,11.55,51.0,0.0,April
2012-04-12,13.0,57.0,0.0,April
2012-04-13,13.75,55.5,0.0,April
2012-04-14,13.25,72.5,0.0,April
2012-04-15,17.4,59.5,0.0,April
2012-04-16,17.2,57.5,0.0,April
2012-04-17,17.4,54.5,0.0,April
2012-04-18,19.95,57.0,0.0,April
2012-04-19,19.15,78.0,0.8,April
2012-04-20,18.65,81.0,34.2,April
2012-04-21,18.299999999999997,68.0,0.0,April
2012-04-22,18.5,76.0,1.4,April
2012-04-23,17.35,68.5,8.2,April
2012-04-24,12.1,81.5,0.8,April
2012-04-25,12.15,72.0,1.0,April
2012-04-26,11.0,79.0,0.0,April
2012-04-27,12.55,79.0,0.0,April
2012-04-28,12.5,78.0,0.0,April
2012-04-29,11.5,72.0,0.0,April
2012-04-30,12.149999999999999,64.5,0.0,April
2012-05-01,13.75,74.5,0.0,May
2012-05-02,11.95,91.5,0.0,May
2012-05-03,8.35,66.5,1.6,May
2012-05-04,9.6,71.5,0.0,May
2012-05-05,9.35,82.5,0.0,May
2012-05-06,8.7,85.5,0.0,May
2012-05-07,9.25,83.5,0.0,May
2012-05-08,12.9,70.0,0.0,May
2012-05-09,12.1,82.0,0.0,May
2012-05-10,14.45,78.0,0.4,May
2012-05-11,12.85,78.5,0.0,May
2012-05-12,7.85,68.5,0.0,May
2012-05-13,10.600000000000001,68.5,0.0,May
2012-05-14,7.55,63.5,0.0,May
2012-05-15,8.95,68.0,0.0,May
2012-05-16,10.1,76.0,0.0,May
2012-05-17,9.5,75.5,0.0,May
2012-05-18,8.8,79.5,0.0,May
2012-05-19,10.200000000000001,78.0,0.0,May
2012-05-20,9.549999999999999,75.0,0.0,May
2012-05-21,7.95,79.5,0.0,May
2012-05-22,8.75,72.0,0.0,May
2012-05-23,12.049999999999999,58.0,0.0,May
2012-05-24,12.4,89.0,0.0,May
2012-05-25,7.45,86.5,29.4,May
2012-05-26,9.95,87.0,6.0,May
2012-05-27,10.55,81.5,0.4,May
2012-05-28,8.9,77.0,0.2,May
2012-05-29,9.549999999999999,74.0,0.0,May
2012-05-30,10.15,78.5,0.0,May
2012-05-31,8.600000000000001,81.5,0.0,May
2012-06-01,9.9,78.0,0.0,June
2012-06-02,8.4,77.0,0.0,June
2012-06-03,9.7,78.0,3.6,June
2012-06-04,9.65,93.0,0.0,June
2012-06-05,11.1,57.5,6.0,June
2012-06-06,7.05,67.5,0.0,June
2012-06-07,7.2,66.0,0.0,June
2012-06-08,6.55,75.0,0.2,June
2012-06-09,7.4,82.0,0.0,June
2012-06-10,7.8999999999999995,75.0,0.0,June
2012-06-11,7.8,68.0,0.0,June
2012-06-12,8.399999999999999,67.0,0.2,June
2012-06-13,7.699999999999999,72.5,0.0,June
2012-06-14,9.5,81.0,0.0,June
2012-06-15,11.45,71.0,0.0,June
2012-06-16,5.8500000000000005,92.0,0.0,June
2012-06-17,8.0,91.0,0.0,June
2012-06-18,7.0,85.5,0.0,June
2012-06-19,9.899999999999999,70.0,2.8,June
2012-06-20,5.199999999999999,82.0,0.0,June
2012-06-21,8.4,71.0,0.6,June
2012-06-22,8.6,90.5,5.2,June
2012-06-23,4.45,84.0,0.8,June
2012-06-24,5.75,93.5,0.4,June
2012-06-25,8.200000000000001,90.5,1.4,June
2012-06-26,8.35,83.5,1.0,June
2012-06-27,7.75,80.0,0.0,June
2012-06-28,6.75,87.0,0.0,June
2012-06-29,10.5,84.0,3.8,June
